title,author,source,year,abstract,has_data,raw_answer
常州市老镇区典型河道水体面源污染的模拟计算,李丹; 韩颖,"0
source      期刊
source    安徽化工
Name: 45, dtype: str",,"随着点源污染逐渐得到有效控制,面源污染逐渐成为引发城市河流水环境问题的主要原因。以常州市新北区老镇区水域面积71000m<sup>2</sup>的某典型河道为研究对象,通过模拟计算的方法对不同的面源污染物负荷进行了研究。结果表明,通过模拟可计算出面源污染中地表径流及干湿沉降带来的污染负荷,老镇区典型河流污染物中地表径流带来的污染高于干湿沉降带来的污染。",False,否
芜湖地区某高校宿舍螨类孳生情况调查,胡慧中; 湛孝东,"0
source              期刊
source    中国媒介生物学及控制杂志
Name: 46, dtype: str",,"目的调查芜湖市某高校宿舍螨类孳生情况,为制定针对芜湖地区螨类的防制措施提供参考依据,以防止螨虫过敏。方法 2016年9-11月采用随机抽样调查方法对芜湖市某高校学生公寓10号楼进行调查,收集学生宿舍的床尘,用直接镜检法分离收集宿舍的床尘样本,并对检获的螨进行种类鉴定。结果共检测标本200份,阳性标本148份,阳性率为74.00%;鉴定出螨类9种,以粉尘螨为优势种。结论芜湖市某高校学生宿舍床铺螨类孳生较多,应做好相应的防制措施。",False,否
空气污染与肺癌发病的关系研究,成冲,"0
source        期刊
source    基层医学论坛
Name: 47, dtype: str",,"目的研究空气污染和肺癌发病之间的关系。方法以江苏省污染程度较严重的南京市、无锡市和扬州市三市2007年—2016年期间的居民为例,采用死亡灰色关联度分析方法进行分析,观察空气污染和肺癌发病之间的关系。结果南京市居民肺癌发病影响最大的因素是PM2.5和NO<sub>2</sub>,致癌潜伏期时间为4年<sup>8</sup>年;无锡市居民肺癌发病影响最大的因素是PM2.5和降尘,潜伏期为2年<sup>5</sup>年;扬州市居民肺癌发病影响最大的因素是NO<sub>2</sub>和降尘,潜伏期5年。结论以江苏省空气污染较严重的南京市、无锡市和扬州市为例分析空气污染和肺癌发病之间的关系,发现各城市居民肺癌发病的主要影响因素不同,潜伏期也有差异,所以需要根据不同的原因采取具有针对性的防癌措施。",False,否
2006—2015年安徽铜陵市职业健康监护工作分析,丁士旵; 吴成峰; 王兰英; 胡志平,"0
source           期刊
source    公共卫生与预防医学
Name: 48, dtype: str",,"目的分析铜陵市近10年来职业健康监护情况,为铜陵市职业病防治工作提供政策依据。方法收集全市职业健康检查机构2006—2015年通过《职业病与职业信息监测系统》报告的职业健康检查数据,并进行统计分析。结果 2006—2015年全市职业健康监护企业数和监护工人数逐年增加;开展职业健康监护的企业以中小型、私有经济、制造业和采矿业企业为主;健康监护人数以大型、国有经济、制造业和采矿业以及接触粉尘类作业工人的人数最多;疑似职业病检出率最高的为微型或不详、集体经济、采矿业企业以及接触粉尘类作业工人,且差异均有统计学意义(P<0.01)。在岗期间职业健康检查疑似职业病平均检出率为0.88%、职业禁忌证平均检出率0.49%;交通运输、仓储和邮政业、集体经济、小型企业以及接触物理因素的作业工人职业禁忌证检出率最高,且差异均有统计学意义(P<0.01)。结论铜陵市职业健康监护重点企业应为小、微型集体、私有经济所有制企业;重点行业为采矿业和制造业,重点职业病危害因素为粉尘和物理因素。",False,否
两种风险评估法在某黑色金属铸造企业职业健康风险评估中的应用,王爱红; 冷朋波; 李晓海; 王群利; 谷少华; 张美辨,"0
source         期刊
source    环境与职业医学
Name: 49, dtype: str",,"[目的]综合评估宁波市某黑色金属铸造企业接触矽尘岗位的职业健康风险,探讨职业危害风险指数法和国际采矿与金属委员会(ICMM)职业健康风险评估方法在该企业主要岗位职业健康风险评估中的适用性。[方法]应用职业危害风险指数法和ICMM职业健康风险评估法(分为风险评级表法和赋值定量法)对该企业开展职业卫生调查,并对产生矽尘的关键岗位开展风险评估。[结果]该企业为一家中型企业,职业病防护设施效果不良,制芯岗位和成型岗位矽尘呼吸性粉尘8 h时间加权平均浓度分别为0.92 mg/m3和0.79 mg/m3,超过职业接触限值。职业危害风险指数法评估结果显示制芯岗位和成型岗位接触矽尘致职业健康危害的等级为中度危害,需要采取减少接触时间、加强防护等控制措施,其余岗位为轻度危害。ICMM风险评级表法评估发现制芯岗位和成型岗位接触矽尘引起最常见危害和最严重危害的风险等级为高风险,其余岗位为中风险;ICMM赋值定量法对5个关键岗位的评估结果均为""不可接受的风险"",需要采取""立即关停""的措施。[结论]ICMM风险评级表法评估的健康危害明确,评估结果和实际情况较为符合,在该企业接触矽尘岗位的职业健康风险评估中有较好",False,否
提早谋划 精心组织 掀起宣传周活动新高潮——芜湖市2017年墙改节能和散装水泥宣传周活动综述,沈永; 杜小龙,"0
source      期刊
source    散装水泥
Name: 50, dtype: str",,"<正>2017年6月11日至17日,芜湖市2017年墙改节能和散装水泥宣传周活动与全省同步举行。今年,我市宣传周活动主题是""节能有我,绿色共享""和""推广散装水泥,减少粉尘污染;打造绿色产业,保护碧水蓝天""。通过提前谋划,周密部署,精心组织,我市宣传周活动开展的有声有色,丰富多样,声势浩大,效果明显。一、提早谋划,周密布置,扎实推进",False,否
明察暗访 6家企业停产整顿,包冬冬,"0
source      期刊
source    劳动保护
Name: 51, dtype: str",,"<正>2017年4月,国家安全监管总局的明察暗访小组进入到安徽省铜陵市非煤矿山企业和山东省聊城市、滨州市的粉尘涉爆企业实地检查,发现存在不少问题及隐患,并责令6家企业停产整顿。2017年4月,国家安全监管总局明察暗访小组(以下简称""明察暗访小组"")对安徽省铜陵市的非煤矿山企业、山东省聊城市和滨州市的粉尘涉爆企业进行明察暗访,发现有些企业生产现场隐患不少,令人堪忧。非煤矿山3家企业停产整顿安徽省是非煤矿山大省,铜陵市作为中国古铜都、当代铜基地,",False,否
基于EKC和组合分解模型的常州市环境污染影响因素实证研究,龚艳冰; 胡娜; 戴靓靓; 刘高峰,"0
source      期刊
source    生态经济
Name: 52, dtype: str",,"根据常州市1993—2013年环境统计数据和经济数据,选取工业废水、SO<sub>2</sub>、烟粉尘、固体废弃物四项主要环境指标,对经济发展与环境污染状况的环境库兹涅兹曲线（EKC）进行分析,结果表明:四类工业污染物的EKC曲线分别呈倒""U""型、倒""N""型、递减型及递增型。通过对环境污染进行组合因素分解,结果表明:规模因素是导致四种污染物排放量增加的主要因素,结构因素对四种污染物排放均表现出不同程度的约束作用,而技术进步对于SO<sub>2</sub>与烟粉尘排放有一定抑制作用,对工业废水及固体废弃物的环境作用还有待加强。因此,建议常州市应大力推进循环经济,加快优化产业结构和加大环保技术投入力度,加强法制建设和制度创新,充分利用和发挥环境管理要素的作用,实现经济与环境协调发展。",False,否
宁波地区过敏性结膜炎患儿过敏原检测分析,徐文中,"0
source          期刊
source    中国预防医学杂志
Name: 53, dtype: str",,"采集2011年10月至2015年9月,宁波市眼科医院门诊收治的434例过敏性结膜炎患儿,采用免疫印迹法（immunoblotting test,IBT）对434例患儿进行过敏原检测。对宁波地区过敏性结膜炎患儿进行过敏原检测及分析,筛查儿童过敏性结膜炎常见过敏原,分析其分布和年龄及季节的关系。采用χ<sup>2</sup>检验对检测结果进行分析,P<0.05为差异有统计学意义。结果显示,434例过敏性结膜炎患儿总特异性IgE抗体（sIgE）阳性率64.06%（278/434）,男性患儿sIgE阳性率65.67%（153/233）,女性患儿sIgE阳性率62.19%（125/201）,差异无统计学意义（P>0.05）。过敏原阳性率依次为为户尘螨/粉尘螨33.18%（144/434）,动物毛皮屑23.04%（100/434）,鱼虾蟹14.29%（62/434）,真菌类11.29%（49/434）,牛奶10.60%（46/434）,鸡蛋7.60%（33/434）。户尘螨/粉尘螨、动物毛皮屑、鱼虾蟹、真菌类、牛奶和鸡蛋在不同年龄组间的分布差异有统计学意义（P<0.05）。婴幼儿组以鱼虾蟹、牛奶和",False,否
马钢300m<sup>2</sup>烧结机头电除尘提标改造应用,曹超; 程黄根; 宋磊,"0
source              期刊
source    安徽冶金科技职业学院学报
Name: 54, dtype: str",,"针对烧结机头老旧的三电场电除尘,采用电源改造和安装静电滤槽的组合方案,结合本体改造,解决了烧结机头电除尘难以稳定排放达标的行业难题。",False,否
2015年无锡市职业健康检查现状分析,王宜庆; 张金龙; 王苗苗; 苏瑶,"0
source          期刊
source    中国工业医学杂志
Name: 55, dtype: str",,"通过中国疾病预防控制系统职业卫生信息监测系统对2015年无锡地区所有具备职业健康检查资质的体检机构的有毒有害因素作业工人健康检查卡进行整理分析。结果显示,2015年进行职业健康检查的企业主要集中在新区、江阴、宜兴等地,锡山区疑似职业病和职业禁忌证总检出率最高(2.75%);健康检查重点行业为制造业,总检出率较高的行业为建筑业(5.71%)和制造业(0.79%);经济类型以外商经济企业和私有经济企业为主;私有经济企业最多,且总检出率最高(0.62%);主要危害因素以噪声、粉尘、甲苯、高温、苯等为主,接触噪声、矽尘、铅及其化合物作业人员疑似职业病、职业禁忌证检出率较高。噪声、粉尘、苯系物、铅等是本市主要的职业病危害因素。相关部门应对重点地区、重点行业、重点企业加强监督管理,切实保护劳动者健康。",False,否
2009—2015年无锡市疾控中心职业病危害因素监测结果分析,吴辉; 李春平; 屠鹃; 张金龙,"0
source          期刊
source    中国工业医学杂志
Name: 56, dtype: str",,"对2009—2015年无锡市疾病预防控制中心疾病预防控制信息管理平台系统中作业场所职业病危害因素监测数据进行汇总分析。结果显示,空气中有害化学因素平均合格率较高,为96.3%;粉尘(包括有机粉尘和无机粉尘)的平均合格率91.6%,但矽尘的合格率仅为73.7%;物理因素中的噪声平均合格率为75.4%。监管部门应结合职业病危害分布特征加大执法力度,从现场改造、劳动制度、知识宣贯等方面入手,做好职业病防治工作。",False,否
宁波市1212例过敏性疾病患者的分布及过敏原分析,何诗怡; 孙士芳; 周琼艳; 许素玲,"0
source        期刊
source    现代实用医学
Name: 57, dtype: str",,"目的探讨过敏性疾病分布及过敏原种类。方法用酶免疫法检测2014—2016年因皮肤症状(表现为荨麻疹、皮炎、紫癜和湿疹等)、呼吸系统疾病(表现为哮喘、鼻炎、胸腔积液和腺样体肥大等)和其他疾病(如头晕等)就诊且过敏原试验阳性者。结果过敏原致病者以户尘螨粉尘螨和点青霉分枝孢霉烟曲霉交链孢霉最为多见。其中以吸入性过敏原致病者居多,占85.11%,前三位分别为户尘螨粉尘螨、点青霉分枝孢霉烟曲霉交链孢霉和猫皮毛屑;食入性过敏原致病占14.69%,前三位分别为蟹、虾和腰果。吸入性过敏原致皮肤病485例(46.91%)和呼吸系统疾病545例(52.71%);食入性过敏原致皮肤病96例(53.93%)和呼吸系统疾病79例(44.38%)。结论吸入性过敏原以户尘螨粉尘螨、点青霉分枝孢霉烟曲霉交链孢霉和猫皮毛屑为主,食入性过敏原以蟹、虾为主。",False,否
江苏南通地区变应性鼻炎患者的临床特征分析,徐红利; 张启成; 胡松群; 尤易文; 陈静,"0
source              期刊
source    临床耳鼻咽喉头颈外科杂志
Name: 58, dtype: str",,"目的:对江苏南通地区变应性鼻炎(AR)患者的临床资料进行回顾性研究,全面分析AR患者的临床特征。方法:对8 102例确诊为AR的患者进行详尽规范的资料收集,应用变应原标准化试剂进行皮肤点刺试验;将≤14岁者设为儿童组,>14岁者设为成人组,比较2组之间临床特征的差异。结果:AR患者以7～14岁的学龄期儿童最多。8 102例AR患者中4 581例(56.54%)伴有眼部症状,3 977例(49.09%)伴有下呼吸道症状;鼻塞(97.37%)是AR患者最常见的症状;眼痒(32.68%)是最常见的眼部伴随症状,其次是流泪(23.57%);咳嗽(44.72%)是最常见的下呼吸道伴随症状,也是最常见的鼻外症状。螨虫(屋尘螨、粉尘螨)是最常见的变应原,小虾是最主要的食入性变应原。结论:该文全面分析了江苏南通地区AR患者的临床特征,为AR的流行病学研究、个体化预防及诊治提供了更为科学的依据。",False,否
消除雾霾天气 推动绿色发展——以常州市为例,刘彤彤; 蒋浩,"0
source      期刊
source    江南论坛
Name: 59, dtype: str",,"<正>自2010年始常州雾霾天气就频见报道,近两年雾霾现象有呈常态化趋势,频发的雾霾昭示着空气质量的恶化,如何既要经济发展,又要碧水蓝天这一问题事关市民健康、事关美丽常州建设,迫切待解。一、为何雾霾频发1.从经济发展水平看环境库兹涅茨曲线认为环境质量与经济发展呈倒U型变化趋势。以工业废气中,年二氧化硫排放总量、年烟(粉)尘排放总量为环境指",False,否
常州市武进区10家木质家具制造企业职业卫生现状调查,陈丹; 李全; 彭文彬,"0
source       期刊
source    职业与健康
Name: 60, dtype: str",,"目的了解常州市武进区木质家具企业职业卫生现状,为预防和控制该行业职业病提供依据。方法调查企业的职业卫生基本情况和职业病危害因素的种类和分布;工作场所危害因素检测及实验室分析;对接触有害因素的工人进行职业健康检查。结果木质家具制造企业建厂时未进行职业病危害""三同时""审查;仅有2家企业提供职业病危害现状评价报告书;职业卫生相关管理制度及操作规程不健全;防尘、防毒、防噪等卫生防护设施不到位,个人防护用品使用不规范;工作场所职业病危害因素检测点合格率为74.95%;职业健康检查率为85.51%,查出特异性异常者34人,异常率为11.3%,市级职业病诊断机构诊断慢性轻度苯中毒1例;未开展上岗前和离岗前职业健康检查。结论木质家具制造企业职业病有害因素危害严重,接触低浓度苯可引起神经系统和造血系统的损害,政府应加大监管力度,采取相应的综合治理措施。",False,否
常州市武进区1834名粉尘作业工人肺功能检测结果分析,蒋斌杰; 许敏锐,"0
source       期刊
source    职业与健康
Name: 61, dtype: str",,"目的了解不同年龄、不同工龄粉尘作业相关人员肺功能情况,为尘肺病的防治和管理提供科学依据。方法选取2015年在武进区疾病预防控制中心接受体检并做肺功能检查项目的 1 834名粉尘作业人员作为观察组,同时选取接受肺功能检查的1 050名非粉尘作业人员为对照组进行比较。结果观察组的FVC（87.93±9.19）、FEV1（88.65±10.16）和FEV1/FVC（88.15±9.37）均低于对照组,差异均有统计学意义（均P<0.01）。观察组的肺功能异常率为26.7%,高于对照组10.3%,差异有统计学意义（χ<sup>2</sup>=108.7,P<0.01）;肺功能异常主要为限制性通气功能障碍24.9%。随着工龄和年龄的不断增加,肺功能异常率有逐渐上升趋势,差异有统计学意义（P<0.05）。结论粉尘暴露会造成作业人群的肺功能下降,建议在加强粉尘作业工人健康监护的同时,应定期对其进行肺功能检查积极防治尘肺病。",False,否
铜陵某矿山职业病危害因素检测与分析,黄元; 骆隽燚,"0
source      期刊
source    现代矿业
Name: 62, dtype: str",,"为了解铜陵某矿山作业现场职业健康条件状况,对矿山生产工艺存在的粉尘、氮氧化物、二氧化硫、硫化氢、硫酸(雾)、氢氧化钠、噪声、手传振动等职业病危害因素进行了调查、采样及实验室检测。结果显示:部分凿岩硐室、破碎机处粉尘浓度超标,在风机房和破碎区域工作的部分工人接触噪声强度超过现行职业卫生标准,其他有毒有害因素均未超标。提出了针对性的控制措施及治理对策,可以为矿山职业病危害因素控制和现场职业健康条件改善提供借鉴。",False,否
无锡市5家混凝土企业职业病危害因素检测及健康监护检查结果,张金龙; 苏瑶; 吴辉; 王苗苗,"0
source       期刊
source    职业与健康
Name: 63, dtype: str",,"目的了解无锡市5家混凝土搅拌站生产过程中职业病危害状况,为保护从业人员的职业健康提供依据和数据支持。方法对市区混凝土搅拌企业2011—2014年的工作场所职业病危害因素检测报告和职业健康监护资料进行分析,分析作业人员职业病危害接触水平及健康状况。结果工作场所控制室噪声强度为（64.54±2.90）d B（A）;装卸场噪声强度为（80.06±3.43）dB（A）;装卸场粉尘浓度为（1.55±1.95）mg/m<sup>3</sup>,合格率为88.89%,最高浓度达7.84 mg/m<sup>3</sup>。职业健康检查未见明显异常的仅占5.41%,与职业相关的X线摄片异常率为10.53%,电测听异常率达48.00%。结论该市混凝土搅拌企业存在一定的职业病危害,应做好作业人员的健康监护工作。",False,否
马钢二铁总厂2<sup>#</sup>高炉矿槽除尘改造实践,刘文艺,"0
source              期刊
source    安徽冶金科技职业学院学报
Name: 64, dtype: str",,"马钢二铁总厂2#高炉矿槽除尘系统因年久失修及后期改动较大,系统风量分配不合理,管道积灰严重,除尘效果差。通过管系优化,风量重新平衡,设备消缺等改造措施,基本解决了现场无组织放散严重的情况,达到了预期的效果。",False,否
黄石市大气降尘中重金属污染特征与评价,姚瑞珍; 张勇; 王亚良; 张家泉; 闫桂华; 吴枫; 肖文胜,"0
source       期刊
source    地球与环境
Name: 65, dtype: str",,"利用X射线荧光光谱法分析了黄石城区2012年5月大气降尘重金属(Cr、Mn、Co、Cu、Zn、Pb)含量。结果表明:降尘中Cr、Mn、Co、Cu、Zn、Pb元素的浓度均值分别为480.08mg/kg、814.87mg/kg、15.76mg/kg、649.07mg/kg、7622.20mg/kg、360.27mg/kg;地积累指数、富集因子、潜在生态风险系数均指示Mn和Co基本无污染,Zn、Cu污染最为严重;其中Zn、Cr的污染规律为工业区>商业区>文教区,Cu与Pb则以文教区污染最为严重;健康风险评价指出Cr、Co无致癌风险,Pb对人体的健康危害最大,尤其是对儿童。",False,否
基于主成分分析法的南通市区大气环境质量评价,卜鹏; 吕惠进; 黄秋香; 李文,"0
source      期刊
source    科技通报
Name: 66, dtype: str",,"运用主成分分析法,以南通市区2001-2010年的4种大气主要污染物(SO2、NO2、可吸入颗粒物、降尘)数据为对象,分析了南通市区2001-2010年的大气环境质量状况。结果表明,2001-2010年南通市区的大气环境质量逐渐转好。在此基础上分析了南通市区大气污染的主要原因并提出了防治措施。",False,否
芜湖市某高校学生宿舍床席螨类和昆虫孳生状况调查,陈静; 王康; 南丹阳; 钱文斯; 胡燕; 陈文捷; 王少圣; 孙恩涛,"0
source            期刊
source    中国血吸虫病防治杂志
Name: 67, dtype: str",,"目的了解芜湖市某高校大学生宿舍储存状态下的床席螨类和昆虫孳生情况,为加强对学生宿舍螨类及相关疾病的控制和宣传教育提供理论依据。方法 2015年3-5月,采用随机抽样的调查方法,收集学生宿舍内不同储存位置、储存方式的床席屑灰样本,镜下分离、制成玻片标本,并进行螨种鉴定和计数。采用温水浸泡、暴晒床席和清扫室内积尘等干预措施,比较干预前后宿舍床席螨类和昆虫检出情况。结果共收集样本428份,螨类和昆虫检出率为71.03%。共分离鉴定螨和昆虫11种,其中粉尘螨检出率最高,为60.05%;其次为嗜卷书虱,检出率为40.89%;致痒螨类主要有马六甲肉食螨、蠊螨和蒲螨等,其检出率分别为9.81%、3.74%和1.64%。存放于室内角落、衣柜内、床铺最底层、阳台角落4种储存位置的床席螨类和昆虫检出率分别为74.75%、71.26%、61.17%、77.78%,差异无统计学意义（χ<sup>2</sup>=7.030,P>0.05）。无包裹、布袋包裹和塑料袋包裹3种储存方式的床席螨类和昆虫检出率依次为85.58%、78.13%、14.29%,差异有统计学意义（χ<sup>2</sup>=164.303,P",False,否
南通市某船舶制造企业职业病危害调查,李晓东; 佘靖; 夏栋林; 陈超; 王雨飞; 顾海鹰,"0
source         期刊
source    环境与职业医学
Name: 68, dtype: str",,"[目的]以某船舶制造企业为典型对象,评价船舶建造行业的职业病危害因素,提出针对性的防护措施。[方法]采用现场职业卫生调查的方法,对某船舶制造重工项目进行职位病危害因素检测,调查该项目作业场所职业病防护设施和个人防护情况,并结合职业健康检查的结果,对该企业的职业病危害现状进行评价。[结果]该企业船舶建造过程中大部分采用机械自动化,但特殊规格的工件需人工切割、焊接、补漆。大部分工人集中在手工操作区域,主要受到电焊烟尘、毒物(甲苯、二甲苯)及噪声的危害。人工切割及人工焊接的粉尘超标率为15.0%;人工喷漆主要是甲苯及二甲苯超标,化学毒物超标率为14.0%;噪声超标43.5%,主要在人工打磨和切割作业区,焊接作业噪声超标主要受周围打磨工作的影响。职工职业健康检查异常主要为电测听及血常规异常。[结论]船舶建造中职业危害主要集中在喷漆、打磨、切割等作业场所,现场作业人员的听力损伤较重。加强通风和机械自动化有利于船舶制造中职业病危害因素的控制,需采取综合防治措施。",False,否
基于LMDI方法的安徽省工业废气排放量变化的因素分解,潘成荣; 田由洲; 易明建; 郑志侠; 刘鹏; 张红,"0
source        期刊
source    安徽农业科学
Name: 69, dtype: str",,"分析了2011～2013年安徽省及主要地市的工业废气排放量变化,采用LMDI（对数平均迪氏指数分解法）法对不同地区的变化量进行排放强度因素、行业结构因素以及经济规模因素的分解,并根据分解结果提出减排政策建议。结果表明,2011～2013年安徽省及主要地市的SO<sub>2</sub>和NO<sub>x</sub>排放量逐年下降,烟（粉）尘排放量整体上是下降的,个别地市略有上升。经济增长是阻碍减排的主要因素,排放强度因素和行业结构因素促进减排,且主导因素是排放强度,来源于新建和改造减排设施的效果。行业结构优化还未成为减排的主导作用。在短期内以新建和改造减排设施为主要手段,同时进行长期规划,对于新兴工业区和老工业区采取不同方式引导行业结构优化。",False,否
安庆市降尘重金属的污染评价与健康风险评价,方文稳; 张丽; 叶生霞; 徐荣海; 王鹏; 张成君,"0
source        期刊
source    中国环境科学
Name: 70, dtype: str",,"为探究安庆市降尘重金属污染程度及存在的健康风险,在市区设置48个采样点采集降尘,分析降尘重金属含量结果表明:安庆市降尘中Cu,Zn,Pb,Ni,Cr,As,Cd含量平均值分别为134.1,640,128.9,55.4,128.7,63.9,2.98mg/kg.富集因子分析显示:Ni和Cr为轻微富集,Cu,Pb,As的富集因子较高,Zn和Cd为极强富集,其富集指数分别达到10.25和29.53地积累指数评价平均生态危害表明:Cr和Ni属于轻度污染,Cu,Pb,As处于偏中度污染到中度污染之间,Zn属于中度污染,部分地区达到重度污染,Cd处于重污染到严重污染之间,其平均污染指数为5.07属于严重污染.手一口途径摄入是降尘重金属引起非致癌风险的最主要途径,总非致癌风险次序为As>Cr>Pb>Cu>Cd>Ni>Zn,其中手-口途径儿童As的暴露风险HQ<sub>ing</sub>已达到2.72明显超出限值1,易对儿童健康造成危害其他金属风险均低于限值,不会对人们身体健康造成危害.降尘中的Ni,Cr,As,Cd通过呼吸途径不具有致癌风险.",False,否
南通市某大型船舶建造企业职业病危害现状评价,宗磊; 肖卫,"0
source       期刊
source    职业与健康
Name: 71, dtype: str",,"目的对南通市某大型船舶建造企业存在的职业病危害因素及采取的防护措施进行分析和评价,提出相应的对策和措施,防止和控制职业病的发生。方法采用现场调查法、检验检测法、检查表法和定量分级法等相结合的方法,对该企业职业病危害及控制措施效果进行定性和定量评价。结果作业场所中职业病危害因素的检测结果提示主要职业病危害因素粉尘、锰及其无机化合物、噪声等超标;粉尘超标率达到16%,噪声超标率达到20%。除喷漆岗位的二甲苯存在超标现象外,其余各检测点、各检测项目的检测结果均在职业接触限值以内。结论该企业应重点关注粉尘、锰及其无机化合物、噪声等职业危害因素的控制,关注员工职业健康检查;通过更有效的通风、个人防护和管理措施等,限制职业病危害因素的影响程度和范围,从而进一步提高职业卫生管理工作的水平。",False,否
2011—2013年常州市职业病危害因素检测结果分析,陆敏霞; 付强; 汪国海; 徐琪,"0
source          期刊
source    工业卫生与职业病
Name: 72, dtype: str",,"目的分析2011—2013年常州市部分用人单位工作场所中职业病危害因素的检测情况。方法收集2011—2013年常州市疾病预防控制中心监测系统中职业病危害因素的检测数据,按照检测企业数、不同经济类型、不同种类职业病危害因素分析检测合格情况。结果 3年累计检测样本总数15 118个,平均合格率为84.0%,合格率呈逐年下降趋势,差异有统计学意义(χ2=74.58,P<0.05)。2011年国有企业合格率最高,2012和2013年港澳台企业合格率最高,不同年份中,私有企业的合格率均最低,差异均有统计学意义(χ2=44.32、141.50、18.17,P<0.05)。3年的化学因素的合格率最高,噪声的合格率最低,差异有统计学意义(χ2=403.24、577.37、688.97,P<0.05),噪声的合格率逐年降低,差异有统计学意义(χ2=82.32,P<0.05)。结论相关部门应加强对私有经济的监督管理,重视噪声的治理工作,切实做好职业卫生的防制工作。",False,否
九江地区慢性荨麻疹血清特异性IgE检测结果分析,刘小华; 聂香妮; 陈方元,"0
source         期刊
source    医学理论与实践
Name: 73, dtype: str",,"目的:了解九江地区慢性荨麻疹患者各变应原特异性IgE阳性结果的分布情况。方法:分析2010年1月-2011年12月九江地区1 326例确诊为慢性荨麻疹的血清sIgE试验检测结果。比较各变应原阳性率的差异以及在四个季度的分布特点。结果:1 326例患者sIgE的阳性率为95.02%;吸入性变应原阳性率从高到低依次是:粉尘螨82.43%、真菌61.24%、棉花15.99%、花粉11.84%、兽毛3.09%、杂草1.13%。食入性变应原阳性率从高到低依次是:鸡蛋38.31%、花生大豆18.63%、海鲜15.08%、玉米小麦7.62%、牛奶4.63%、肉类1.58%。对单一变应原过敏的患者为12.75%,对单一粉尘螨和真菌过敏的患者分别为5.96%和3.54%;两种变应原过敏的患者占31.30%;三种及三种以上变应原过敏的患者占50.98%。粉尘螨、真菌和鸡蛋是四个季度中最主要的致敏原。结论:九江地区吸入性过敏原主要以粉尘螨和真菌为主,食入性过敏原主要以鸡蛋、海鲜和花生大豆为主。大部分患者对至少2种过敏原过敏。粉尘螨阳性率在第二季度最低,真菌阳性率在第三季度的阳性率最高。",False,否
无锡市职业健康监护检出情况与防控重点探讨,张金龙,"0
source          期刊
source    中国工业医学杂志
Name: 74, dtype: str",,"<正>为评估无锡市城区企业职业病危害水平和当前职业健康监护工作开展效果,探讨无锡市职业病发生的规律性特征,从而为开展职业病预防控制工作,更好地保护从业人员的职业健康提供依据和数据支持,我们从无锡市职业健康监护信息网络管理系统中选取2011—2013年的职业健康监护中发现的禁忌证和疑似职业病资料进行了汇总分析。1资料与方法由无锡市职业健康监护信息网络管理系统选取2011—2013年城区企业职业健康监护中发现的职业禁忌证和疑似职",False,否
移动通风除尘技术在马钢大型高炉矿槽槽上系统的改进与应用,唐胜卫; 刘高峰,"0
source              期刊
source    安徽冶金科技职业学院学报
Name: 75, dtype: str",,"通过将移动通风除尘与槽口有效密封的有机结合,解决大型高炉矿槽槽上粉尘无组织放散问题。",False,否
2014年南通市通州区107家中小企业职业病危害因素检测结果分析,陈兵,"0
source       期刊
source    职业与健康
Name: 76, dtype: str",,"目的通过对南通市通州区107家中小型企业作业场所中的职业病危害因素检测结果分析,了解全区中小企业的职业病危害情况,为相关部门进行职业卫生监督管理、职业卫生服务提供依据。方法对2014年该区中小企业作业场所中职业病危害因素监测情况进行描述分析。结果 2014年检测的107家企业中,职业病危害因素以噪声、粉尘为主,粉尘、毒物、物理因素的合格率分别为73.7%、89.6%、70.7%;其中粉尘、毒物的合格率较高,物理因素的合格率最低(χ2=53.6,P<0.01)。结论该地区应重视各相关部门的密切配合,加强协作,增强用人单位的法律责任主体意识和社会责任感,提高企业和劳动者预防职业病的意识,切实做好职业病防治工作。",False,否
市县动态,nan,"0
source        期刊
source    浙江国土资源
Name: 77, dtype: str",,"<正>杭州市江干区开展心理辅导活动""谁知国土事,件件皆辛苦,既要当参谋,又要搞服务;程序不到位,违建跟着来,工作刚理顺,卫片要查处;人们不理解,社会说国土……""这些并非完全是调侃,一定程度上反映出基层国土所人员面临的工作压力。为了缓解国土所工作人员的心理压力,江干分局国土一所围绕""算好人生利益帐、做个快乐国土人""主",False,否
南通市2×1000MW燃煤电厂职业病危害控制效果评价,周薇薇; 申海萍; 陆杰,"0
source       期刊
source    职业与健康
Name: 78, dtype: str",,"目的识别燃煤电厂存在的职业病危害因素,调查该企业接触职业病危害因素工人职业健康状况、职业病防护措施、职业卫生管理情况。方法采用现场调查、职业病危害因素检测检验、职业健康检查进行定性定量分析。结果该项目存在的主要职业病危害因素为粉尘、氨、盐酸、氢氧化钠、一氧化碳、二氧化碳、二氧化硫、氮氧化物、六氟化硫、次氯酸钠、噪声、振动、高温、工频电场;粉尘定点检测合格率为95.83%,粉尘个体检测合格率为87.50%,化学毒物的检测合格率为100%,噪声定点、个体检测合格率均为37.50%,工频电场检测合格率为50.00%。结论该建设项目粉尘、噪声、工频电场危害较严重,须加强工程技术防护、个体防护、职业卫生管理,以确保作业人员的健康与安全。",False,否
